AN   NHD1 0.00
AN   NHD2 0.00
AN   PN   3.28
AN   PCA  3.52
AN   PC   3.25
AN   PO   2.76
AN   PCB  3.52
AN   PCG  3.52
AN   PCD  3.52
AN   QH   0.00
AN   QN   2.96
AN   QCA  3.52
AN   QC   3.25
AN   QO   2.76
AN   QCB  3.52
AN   QCG  3.52
AN   QCD  3.25
AN   QOE  2.76
AN   QNE  2.85
AN   QHE1 0.00
AN   QHE2 0.00
AN   RH   0.00
AN   RN   2.96
AN   RCA  3.52
AN   RC   3.25
AN   RO   2.76
AN   RCB  3.52
AN   RCG  3.52
AN   RCD  3.52
AN   RNE  2.96
AN   RCZ  3.25
AN   RNH  3.00
AN   SH   0.00
AN   SN   2.96
AN   SCA  3.52
AN   SC   3.25
AN   SO   2.76
AN   SCB  3.52
AN   SOG  2.80
AN   TH   0.00
AN   TN   2.96
AN   TCA  3.52
AN   TC   3.25
AN   TO   2.76
AN   TCB  3.52
AN   TCG  3.52
AN   TOG  2.80
AN   VH   0.00
AN   VN   2.96
AN   VCA  3.52
AN   VC   3.25
AN   VO   2.76
AN   VCB  3.52
AN   VCG1 3.52
AN   WH   0.00
AN   WN   2.96
AN   WCA  3.52
AN   WC   3.25
AN   WO   2.76
AN   WCB  3.52
AN   WCG  3.25
AN   WCD1 3.40
AN   WCD2 3.25
AN   WCE2 3.25
AN   WCE3 3.40
AN   WNE  2.96
AN   WHE  0.00
AN   WCZ2 3.40
AN   WCZ3 3.40
AN   WCH2 3.40
AN   YH   0.00
AN   YN   2.96
AN   YCA  3.52
AN   YC   3.25
AN   YO   2.76
AN   YCB  3.52
AN   YCG  3.25
AN   YCD  3.40
AN   YCE  3.40
AN   YCZ  3.25
AN   YOH  2.80
ACA  ACA  3.76
ACA  AC   3.49
ACA  AO   3.30
ACA  ACB  3.76
ACA  CH   0.00
ACA  CN   3.52
ACA  CCA  3.76
ACA  CC   3.49
ACA  CO   3.30
ACA  CCB  3.76
ACA  CSG  3.35
ACA  DH   0.00
ACA  DN   3.52
ACA  DCA  3.76
ACA  DC   3.49
ACA  DO   3.30
ACA  DCB  3.76
ACA  DCG  3.49
ACA  DOD  3.30
ACA  EH   0.00
ACA  EN   3.52
ACA  ECA  3.76
ACA  EC   3.49
ACA  EO   3.30
ACA  ECB  3.76
ACA  ECG  3.76
ACA  ECD  3.49
ACA  EOE  3.30
ACA  FH   0.00
ACA  FN   3.52
ACA  FCA  3.76
ACA  FC   3.49
ACA  FO   3.30
ACA  FCB  3.76
ACA  FCG  3.49
ACA  FCD  3.64
ACA  FCE  3.64
ACA  FCZ  3.64
ACA  GH   0.00
ACA  GN   3.52
ACA  GCA  3.76
ACA  GC   3.49
ACA  GO   3.30
ACA  HH   0.00
ACA  HN   3.52
ACA  HCA  3.76
ACA  HC   3.49
ACA  HO   3.30
ACA  HCB  3.76
ACA  HCG  3.49
ACA  HCD  3.64
ACA  HND  3.52
ACA  HHD  0.00
ACA  HCE  3.64
ACA  HNE  3.52
ACA  IH   0.00
ACA  IN   3.52
ACA  ICA  3.76
ACA  IC   3.49
ACA  IO   3.30
ACA  ICB  3.76
ACA  ICG1 3.76
ACA  ICG2 3.76
ACA  ICD  3.76
ACA  KH   0.00
ACA  KN   3.52
ACA  KCA  3.76
ACA  KC   3.49
ACA  KO   3.30
ACA  KCB  3.76
ACA  KCG  3.76
ACA  KCD  3.76
ACA  KCE  3.76
ACA  KNZ  3.52
ACA  LH   0.00
ACA  LN   3.52
ACA  LCA  3.76
ACA  LC   3.49
ACA  LO   3.30
ACA  LCB  3.76
ACA  LCG  3.76
ACA  LCD1 3.76
ACA  MH   0.00
ACA  MN   3.52
ACA  MCA  3.76
ACA  MC   3.49
ACA  MO   3.30
ACA  MCB  3.76
ACA  MCG  3.76
ACA  MSD  3.65
