
firstBond : -11   secondBond : -11    h_dis : 0    o_dis : 1    ho-dis : 6    oh_dis : -6 *** 64
firstBond : -11   secondBond : -11    h_dis : 0    o_dis : 2    ho-dis : 6    oh_dis : -6 *** 47
firstBond : -11   secondBond : -11    h_dis : 0    o_dis : 3    ho-dis : 6    oh_dis : -6 *** 38
firstBond : -11   secondBond : -11    h_dis : 0    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 32
firstBond : -11   secondBond : -11    h_dis : 0    o_dis : 5    ho-dis : 6    oh_dis : -6 *** 25
firstBond : -11   secondBond : -11    h_dis : 1    o_dis : -5    ho-dis : 6    oh_dis : -6 *** 21
firstBond : -11   secondBond : -11    h_dis : 1    o_dis : -4    ho-dis : 6    oh_dis : -6 *** 28
firstBond : -11   secondBond : -11    h_dis : 1    o_dis : -3    ho-dis : 6    oh_dis : -6 *** 35
firstBond : -11   secondBond : -11    h_dis : 1    o_dis : -2    ho-dis : 6    oh_dis : -6 *** 42
firstBond : -11   secondBond : -11    h_dis : 1    o_dis : -1    ho-dis : 6    oh_dis : -6 *** 49
firstBond : -11   secondBond : -11    h_dis : 1    o_dis : 0    ho-dis : 6    oh_dis : -6 *** 61
firstBond : -11   secondBond : -11    h_dis : 1    o_dis : 1    ho-dis : 6    oh_dis : -6 *** 40
firstBond : -11   secondBond : -11    h_dis : 1    o_dis : 2    ho-dis : 6    oh_dis : -6 *** 28
firstBond : -11   secondBond : -11    h_dis : 1    o_dis : 3    ho-dis : 6    oh_dis : -6 *** 22
firstBond : -11   secondBond : -11    h_dis : 1    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 19
firstBond : -11   secondBond : -11    h_dis : 1    o_dis : 5    ho-dis : 6    oh_dis : -6 *** 15
firstBond : -11   secondBond : -11    h_dis : 2    o_dis : -5    ho-dis : 6    oh_dis : -6 *** 19
firstBond : -11   secondBond : -11    h_dis : 2    o_dis : -4    ho-dis : 6    oh_dis : -6 *** 26
firstBond : -11   secondBond : -11    h_dis : 2    o_dis : -3    ho-dis : 6    oh_dis : -6 *** 34
firstBond : -11   secondBond : -11    h_dis : 2    o_dis : -2    ho-dis : 6    oh_dis : -6 *** 39
firstBond : -11   secondBond : -11    h_dis : 2    o_dis : -1    ho-dis : 6    oh_dis : -6 *** 41
firstBond : -11   secondBond : -11    h_dis : 2    o_dis : 0    ho-dis : 6    oh_dis : -6 *** 43
firstBond : -11   secondBond : -11    h_dis : 2    o_dis : 1    ho-dis : 6    oh_dis : -6 *** 27
firstBond : -11   secondBond : -11    h_dis : 2    o_dis : 2    ho-dis : 6    oh_dis : -6 *** 10
firstBond : -11   secondBond : -11    h_dis : 2    o_dis : 3    ho-dis : 6    oh_dis : -6 *** 7
firstBond : -11   secondBond : -11    h_dis : 2    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 7
firstBond : -11   secondBond : -11    h_dis : 2    o_dis : 5    ho-dis : 6    oh_dis : -6 *** 7
firstBond : -11   secondBond : -11    h_dis : 3    o_dis : -5    ho-dis : 6    oh_dis : -6 *** 19
firstBond : -11   secondBond : -11    h_dis : 3    o_dis : -4    ho-dis : 6    oh_dis : -6 *** 25
firstBond : -11   secondBond : -11    h_dis : 3    o_dis : -3    ho-dis : 6    oh_dis : -6 *** 33
firstBond : -11   secondBond : -11    h_dis : 3    o_dis : -2    ho-dis : 6    oh_dis : -6 *** 39
firstBond : -11   secondBond : -11    h_dis : 3    o_dis : -1    ho-dis : 6    oh_dis : -6 *** 39
firstBond : -11   secondBond : -11    h_dis : 3    o_dis : 0    ho-dis : 6    oh_dis : -6 *** 41
firstBond : -11   secondBond : -11    h_dis : 3    o_dis : 1    ho-dis : 6    oh_dis : -6 *** 26
firstBond : -11   secondBond : -11    h_dis : 3    o_dis : 2    ho-dis : 6    oh_dis : -6 *** 8
firstBond : -11   secondBond : -11    h_dis : 3    o_dis : 3    ho-dis : 6    oh_dis : -6 *** 6
firstBond : -11   secondBond : -11    h_dis : 3    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 8
firstBond : -11   secondBond : -11    h_dis : 3    o_dis : 5    ho-dis : 6    oh_dis : -6 *** 8
firstBond : -11   secondBond : -11    h_dis : 4    o_dis : -5    ho-dis : 6    oh_dis : -6 *** 15
firstBond : -11   secondBond : -11    h_dis : 4    o_dis : -4    ho-dis : 6    oh_dis : -6 *** 19
firstBond : -11   secondBond : -11    h_dis : 4    o_dis : -3    ho-dis : 6    oh_dis : -6 *** 26
firstBond : -11   secondBond : -11    h_dis : 4    o_dis : -2    ho-dis : 6    oh_dis : -6 *** 31
firstBond : -11   secondBond : -11    h_dis : 4    o_dis : -1    ho-dis : 6    oh_dis : -6 *** 33
firstBond : -11   secondBond : -11    h_dis : 4    o_dis : 0    ho-dis : 6    oh_dis : -6 *** 36
firstBond : -11   secondBond : -11    h_dis : 4    o_dis : 1    ho-dis : 6    oh_dis : -6 *** 25
firstBond : -11   secondBond : -11    h_dis : 4    o_dis : 2    ho-dis : 6    oh_dis : -6 *** 10
firstBond : -11   secondBond : -11    h_dis : 4    o_dis : 3    ho-dis : 6    oh_dis : -6 *** 9
firstBond : -11   secondBond : -11    h_dis : 4    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 10
firstBond : -11   secondBond : -11    h_dis : 4    o_dis : 5    ho-dis : 6    oh_dis : -6 *** 10
firstBond : -11   secondBond : -11    h_dis : 5    o_dis : -5    ho-dis : 6    oh_dis : -6 *** 14
firstBond : -11   secondBond : -11    h_dis : 5    o_dis : -4    ho-dis : 6    oh_dis : -6 *** 18
firstBond : -11   secondBond : -11    h_dis : 5    o_dis : -3    ho-dis : 6    oh_dis : -6 *** 25
firstBond : -11   secondBond : -11    h_dis : 5    o_dis : -2    ho-dis : 6    oh_dis : -6 *** 29
firstBond : -11   secondBond : -11    h_dis : 5    o_dis : -1    ho-dis : 6    oh_dis : -6 *** 30
firstBond : -11   secondBond : -11    h_dis : 5    o_dis : 0    ho-dis : 6    oh_dis : -6 *** 37
firstBond : -11   secondBond : -11    h_dis : 5    o_dis : 1    ho-dis : 6    oh_dis : -6 *** 26
firstBond : -11   secondBond : -11    h_dis : 5    o_dis : 2    ho-dis : 6    oh_dis : -6 *** 13
firstBond : -11   secondBond : -11    h_dis : 5    o_dis : 3    ho-dis : 6    oh_dis : -6 *** 12
firstBond : -11   secondBond : -11    h_dis : 5    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 13
firstBond : -11   secondBond : -11    h_dis : 5    o_dis : 5    ho-dis : 6    oh_dis : -6 *** 12
firstBond : -11   secondBond : -10    h_dis : 0    o_dis : 1    ho-dis : 6    oh_dis : -6 *** 3
firstBond : -11   secondBond : -10    h_dis : 0    o_dis : 2    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -11   secondBond : -10    h_dis : 0    o_dis : 3    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -11   secondBond : -10    h_dis : 0    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -11   secondBond : -10    h_dis : 0    o_dis : 5    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -11   secondBond : -10    h_dis : 1    o_dis : 2    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -11   secondBond : -10    h_dis : 1    o_dis : 3    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -11   secondBond : -10    h_dis : 1    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -11   secondBond : -10    h_dis : 1    o_dis : 5    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -11   secondBond : -10    h_dis : 5    o_dis : 6    ho-dis : 6    oh_dis : -5 *** 6
firstBond : -11   secondBond : -9    h_dis : 4    o_dis : 6    ho-dis : 6    oh_dis : -5 *** 6
firstBond : -11   secondBond : -9    h_dis : 5    o_dis : 6    ho-dis : 6    oh_dis : -4 *** 3
firstBond : -11   secondBond : -8    h_dis : 0    o_dis : 3    ho-dis : 6    oh_dis : -6 *** 5
firstBond : -11   secondBond : -8    h_dis : 0    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 4
firstBond : -11   secondBond : -8    h_dis : 0    o_dis : 5    ho-dis : 6    oh_dis : -6 *** 3
firstBond : -11   secondBond : -8    h_dis : 1    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 2
firstBond : -11   secondBond : -8    h_dis : 1    o_dis : 5    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -11   secondBond : -8    h_dis : 2    o_dis : 5    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -11   secondBond : -8    h_dis : 3    o_dis : 6    ho-dis : 6    oh_dis : -5 *** 8
firstBond : -11   secondBond : -8    h_dis : 4    o_dis : 6    ho-dis : 6    oh_dis : -4 *** 3
firstBond : -11   secondBond : -8    h_dis : 5    o_dis : 6    ho-dis : 6    oh_dis : -3 *** 1
firstBond : -11   secondBond : -7    h_dis : 0    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -11   secondBond : -7    h_dis : 2    o_dis : 6    ho-dis : 6    oh_dis : -5 *** 41
firstBond : -11   secondBond : -7    h_dis : 3    o_dis : 6    ho-dis : 6    oh_dis : -4 *** 5
firstBond : -11   secondBond : -7    h_dis : 4    o_dis : 6    ho-dis : 6    oh_dis : -3 *** 1
firstBond : -11   secondBond : -7    h_dis : 5    o_dis : 6    ho-dis : 6    oh_dis : -2 *** 2
firstBond : -11   secondBond : -6    h_dis : 0    o_dis : 5    ho-dis : 6    oh_dis : -6 *** 5
firstBond : -11   secondBond : -6    h_dis : 1    o_dis : 6    ho-dis : 6    oh_dis : -5 *** 513
firstBond : -11   secondBond : -6    h_dis : 2    o_dis : 6    ho-dis : 6    oh_dis : -4 *** 5
firstBond : -11   secondBond : -6    h_dis : 3    o_dis : 6    ho-dis : 6    oh_dis : -3 *** 129
firstBond : -11   secondBond : -6    h_dis : 4    o_dis : 6    ho-dis : 6    oh_dis : -2 *** 501
firstBond : -11   secondBond : -6    h_dis : 5    o_dis : 6    ho-dis : 6    oh_dis : -1 *** 514
firstBond : -11   secondBond : -5    h_dis : 0    o_dis : 6    ho-dis : 6    oh_dis : -5 *** 12439
firstBond : -11   secondBond : -5    h_dis : 1    o_dis : 6    ho-dis : 6    oh_dis : -4 *** 6042
firstBond : -11   secondBond : -5    h_dis : 2    o_dis : 6    ho-dis : 6    oh_dis : -3 *** 5094
firstBond : -11   secondBond : -5    h_dis : 3    o_dis : 6    ho-dis : 6    oh_dis : -2 *** 10650
firstBond : -11   secondBond : -5    h_dis : 4    o_dis : 6    ho-dis : 6    oh_dis : -1 *** 11325
firstBond : -11   secondBond : -5    h_dis : 5    o_dis : 6    ho-dis : 6    oh_dis : 0 *** 12087
firstBond : -11   secondBond : -4    h_dis : 0    o_dis : 6    ho-dis : 6    oh_dis : -4 *** 2166646
firstBond : -11   secondBond : -4    h_dis : 1    o_dis : 6    ho-dis : 6    oh_dis : -3 *** 2145294
firstBond : -11   secondBond : -4    h_dis : 2    o_dis : 6    ho-dis : 6    oh_dis : -2 *** 2113584
firstBond : -11   secondBond : -4    h_dis : 3    o_dis : 6    ho-dis : 6    oh_dis : -1 *** 2087190
firstBond : -11   secondBond : -4    h_dis : 4    o_dis : 6    ho-dis : 6    oh_dis : 0 *** 2046330
firstBond : -11   secondBond : -4    h_dis : 5    o_dis : 6    ho-dis : 6    oh_dis : 1 *** 1779618
firstBond : -11   secondBond : -3    h_dis : 0    o_dis : 6    ho-dis : 6    oh_dis : -3 *** 5745
firstBond : -11   secondBond : -3    h_dis : 1    o_dis : 6    ho-dis : 6    oh_dis : -2 *** 4017
firstBond : -11   secondBond : -3    h_dis : 2    o_dis : 6    ho-dis : 6    oh_dis : -1 *** 4270
firstBond : -11   secondBond : -3    h_dis : 3    o_dis : 6    ho-dis : 6    oh_dis : 0 *** 5684
firstBond : -11   secondBond : -3    h_dis : 4    o_dis : 6    ho-dis : 6    oh_dis : 1 *** 5149
firstBond : -11   secondBond : -3    h_dis : 5    o_dis : 6    ho-dis : 6    oh_dis : 2 *** 5063
firstBond : -11   secondBond : 3    h_dis : 0    o_dis : 6    ho-dis : 6    oh_dis : 3 *** 39
firstBond : -11   secondBond : 3    h_dis : 1    o_dis : 6    ho-dis : 6    oh_dis : 4 *** 30
firstBond : -11   secondBond : 3    h_dis : 2    o_dis : 6    ho-dis : 6    oh_dis : 5 *** 28
firstBond : -11   secondBond : 4    h_dis : 0    o_dis : 6    ho-dis : 6    oh_dis : 4 *** 31
firstBond : -11   secondBond : 4    h_dis : 1    o_dis : 6    ho-dis : 6    oh_dis : 5 *** 28
firstBond : -11   secondBond : 5    h_dis : 0    o_dis : 6    ho-dis : 6    oh_dis : 5 *** 29
firstBond : -10   secondBond : -11    h_dis : 1    o_dis : -5    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -11    h_dis : 1    o_dis : -4    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -11    h_dis : 1    o_dis : -3    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -11    h_dis : 1    o_dis : -2    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -11    h_dis : 1    o_dis : -1    ho-dis : 6    oh_dis : -6 *** 2
firstBond : -10   secondBond : -11    h_dis : 1    o_dis : 0    ho-dis : 6    oh_dis : -6 *** 2
firstBond : -10   secondBond : -11    h_dis : 2    o_dis : -5    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -11    h_dis : 2    o_dis : -4    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -11    h_dis : 2    o_dis : -3    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -11    h_dis : 2    o_dis : -2    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -11    h_dis : 2    o_dis : -1    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -11    h_dis : 2    o_dis : 0    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -11    h_dis : 5    o_dis : -1    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -11    h_dis : 6    o_dis : 5    ho-dis : 6    oh_dis : -5 *** 1
firstBond : -10   secondBond : -10    h_dis : 1    o_dis : 1    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -8    h_dis : 0    o_dis : 2    ho-dis : 6    oh_dis : -6 *** 5
firstBond : -10   secondBond : -8    h_dis : 1    o_dis : 3    ho-dis : 6    oh_dis : -6 *** 2
firstBond : -10   secondBond : -8    h_dis : 2    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -7    h_dis : 0    o_dis : 3    ho-dis : 6    oh_dis : -6 *** 2
firstBond : -10   secondBond : -7    h_dis : 1    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 1
firstBond : -10   secondBond : -6    h_dis : 0    o_dis : 4    ho-dis : 6    oh_dis : -6 *** 6
firstBond : -10   secondBond : -6    h_dis : 1    o_dis : 5    ho-dis : 6    oh_dis : -5 *** 3
firstBond : -10   secondBond : -6    h_dis : 3    o_dis : 6    ho-dis : 6    oh_dis : -3 *** 1
firstBond : -10   secondBond : -6    h_dis : 4    o_dis : 6    ho-dis : 6    oh_dis : -2 *** 3
firstBond : -10   secondBond : -6    h_dis : 5    o_dis : 6    ho-dis : 6    oh_dis : -1 *** 4
firstBond : -10   secondBond : -5    h_dis : 0    o_dis : 5    ho-dis : 6    oh_dis : -5 *** 100
